,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
38,2021-06-24,1593.8111342564441,1574.248483784166,1619.3358259467473,1593.8111342564441,1593.8111342564441,2.7201524261916514,2.7201524261916514,2.7201524261916514,2.7201524261916514,2.7201524261916514,2.7201524261916514,0.0,0.0,0.0,1596.5312866826357
39,2021-06-25,1592.2120344756063,1571.210035958683,1617.7443393566703,1592.2120344756063,1592.2120344756063,0.8627977750314264,0.8627977750314264,0.8627977750314264,0.8627977750314264,0.8627977750314264,0.8627977750314264,0.0,0.0,0.0,1593.0748322506377
40,2021-06-28,1587.4147351048612,1562.658624591552,1607.3059402183587,1587.4147351048612,1587.4147351048612,-2.279530525183898,-2.279530525183898,-2.279530525183898,-2.279530525183898,-2.279530525183898,-2.279530525183898,0.0,0.0,0.0,1585.1352045796773
41,2021-06-29,1585.815635314613,1564.1430293825413,1609.0405925021257,1585.815635314613,1585.815635314613,-0.005258518857974917,-0.005258518857974917,-0.005258518857974917,-0.005258518857974917,-0.005258518857974917,-0.005258518857974917,0.0,0.0,0.0,1585.810376795755
42,2021-06-30,1584.2165355243646,1562.8328803431198,1608.5432513910155,1584.2165355243646,1584.2165355243646,1.7718022753818534,1.7718022753818534,1.7718022753818534,1.7718022753818534,1.7718022753818534,1.7718022753818534,0.0,0.0,0.0,1585.9883377997464
43,2021-07-01,1582.6174357341165,1562.742967562135,1606.8454595236046,1582.6174357341165,1582.6174357341165,2.7201524261902703,2.7201524261902703,2.7201524261902703,2.7201524261902703,2.7201524261902703,2.7201524261902703,0.0,0.0,0.0,1585.3375881603067
44,2021-07-02,1581.018335943868,1557.7502499018449,1604.2539133800165,1581.018335943868,1581.018335943868,0.8627977750303503,0.8627977750303503,0.8627977750303503,0.8627977750303503,0.8627977750303503,0.8627977750303503,0.0,0.0,0.0,1581.8811337188984
45,2021-07-05,1576.2210365731228,1553.9774102707258,1596.957976356303,1576.2210365731228,1576.2210365731228,-2.279530525183386,-2.279530525183386,-2.279530525183386,-2.279530525183386,-2.279530525183386,-2.279530525183386,0.0,0.0,0.0,1573.9415060479394
46,2021-07-06,1574.6219367828746,1553.0556554590344,1596.7806703124002,1574.6219367828746,1574.6219367828746,-0.005258518855077287,-0.005258518855077287,-0.005258518855077287,-0.005258518855077287,-0.005258518855077287,-0.005258518855077287,0.0,0.0,0.0,1574.6166782640196
47,2021-07-07,1573.0228370243392,1552.296052482599,1597.9669099517746,1573.0228370243392,1573.0228370243392,1.7718022753839255,1.7718022753839255,1.7718022753839255,1.7718022753839255,1.7718022753839255,1.7718022753839255,0.0,0.0,0.0,1574.794639299723
